"TIME","INDIC_IS","GEO","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2016","Last online purchase: more than a year ago or never","France","Individuals, 55 to 74 years old","Percentage of individuals","31",""
"2016","Last online purchase: more than a year ago or never","France","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","France","Males, 16 to 24 years old","Percentage of individuals","25",""
"2016","Last online purchase: more than a year ago or never","France","Females, 16 to 24 years old","Percentage of individuals","21",""
"2016","Last online purchase: more than a year ago or never","France","Males 25 to 54 years old","Percentage of individuals","22",""
"2016","Last online purchase: more than a year ago or never","France","Females 25 to 54 years old","Percentage of individuals","20",""
"2016","Last online purchase: more than a year ago or never","France","Males 55 to 74 years old","Percentage of individuals","28",""
"2016","Last online purchase: more than a year ago or never","France","Females 55 to 74 years old","Percentage of individuals","33",""
"2016","Last online purchase: more than a year ago or never","Croatia","All Individuals","Percentage of individuals","43",""
"2016","Last online purchase: more than a year ago or never","Croatia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Croatia","Individuals, 16 to 24 years old","Percentage of individuals","42",""
"2016","Last online purchase: more than a year ago or never","Croatia","Individuals, 25 to 54 years old","Percentage of individuals","47",""
"2016","Last online purchase: more than a year ago or never","Croatia","Individuals, 55 to 74 years old","Percentage of individuals","38",""
"2016","Last online purchase: more than a year ago or never","Croatia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Croatia","Males, 16 to 24 years old","Percentage of individuals","39",""
"2016","Last online purchase: more than a year ago or never","Croatia","Females, 16 to 24 years old","Percentage of individuals","46",""
"2016","Last online purchase: more than a year ago or never","Croatia","Males 25 to 54 years old","Percentage of individuals","47",""
"2016","Last online purchase: more than a year ago or never","Croatia","Females 25 to 54 years old","Percentage of individuals","48",""
"2016","Last online purchase: more than a year ago or never","Croatia","Males 55 to 74 years old","Percentage of individuals","45",""
"2016","Last online purchase: more than a year ago or never","Croatia","Females 55 to 74 years old","Percentage of individuals","32",""
"2016","Last online purchase: more than a year ago or never","Italy","All Individuals","Percentage of individuals","44",""
"2016","Last online purchase: more than a year ago or never","Italy","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Italy","Individuals, 16 to 24 years old","Percentage of individuals","53",""
"2016","Last online purchase: more than a year ago or never","Italy","Individuals, 25 to 54 years old","Percentage of individuals","48",""
"2016","Last online purchase: more than a year ago or never","Italy","Individuals, 55 to 74 years old","Percentage of individuals","35",""
"2016","Last online purchase: more than a year ago or never","Italy","Individuals, 75 years old or more","Percentage of individuals","8",""
"2016","Last online purchase: more than a year ago or never","Italy","Males, 16 to 24 years old","Percentage of individuals","53",""
"2016","Last online purchase: more than a year ago or never","Italy","Females, 16 to 24 years old","Percentage of individuals","53",""
"2016","Last online purchase: more than a year ago or never","Italy","Males 25 to 54 years old","Percentage of individuals","46",""
"2016","Last online purchase: more than a year ago or never","Italy","Females 25 to 54 years old","Percentage of individuals","50",""
"2016","Last online purchase: more than a year ago or never","Italy","Males 55 to 74 years old","Percentage of individuals","37",""
"2016","Last online purchase: more than a year ago or never","Italy","Females 55 to 74 years old","Percentage of individuals","32",""
"2016","Last online purchase: more than a year ago or never","Cyprus","All Individuals","Percentage of individuals","48",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Individuals, 16 to 24 years old","Percentage of individuals","61",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Individuals, 25 to 54 years old","Percentage of individuals","52",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Individuals, 55 to 74 years old","Percentage of individuals","29",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Males, 16 to 24 years old","Percentage of individuals","62",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Females, 16 to 24 years old","Percentage of individuals","61",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Males 25 to 54 years old","Percentage of individuals","52",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Females 25 to 54 years old","Percentage of individuals","53",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Males 55 to 74 years old","Percentage of individuals","34",""
"2016","Last online purchase: more than a year ago or never","Cyprus","Females 55 to 74 years old","Percentage of individuals","25",""
"2016","Last online purchase: more than a year ago or never","Latvia","All Individuals","Percentage of individuals","38","b"
"2016","Last online purchase: more than a year ago or never","Latvia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Latvia","Individuals, 16 to 24 years old","Percentage of individuals","36","b"
"2016","Last online purchase: more than a year ago or never","Latvia","Individuals, 25 to 54 years old","Percentage of individuals","36","b"
"2016","Last online purchase: more than a year ago or never","Latvia","Individuals, 55 to 74 years old","Percentage of individuals","42","b"
"2016","Last online purchase: more than a year ago or never","Latvia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Latvia","Males, 16 to 24 years old","Percentage of individuals","38","b"
"2016","Last online purchase: more than a year ago or never","Latvia","Females, 16 to 24 years old","Percentage of individuals","34","b"
"2016","Last online purchase: more than a year ago or never","Latvia","Males 25 to 54 years old","Percentage of individuals","39","b"
"2016","Last online purchase: more than a year ago or never","Latvia","Females 25 to 54 years old","Percentage of individuals","33","b"
"2016","Last online purchase: more than a year ago or never","Latvia","Males 55 to 74 years old","Percentage of individuals","41","b"
"2016","Last online purchase: more than a year ago or never","Latvia","Females 55 to 74 years old","Percentage of individuals","43","b"
"2016","Last online purchase: more than a year ago or never","Lithuania","All Individuals","Percentage of individuals","45",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Individuals, 16 to 24 years old","Percentage of individuals","48",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Individuals, 25 to 54 years old","Percentage of individuals","47",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Individuals, 55 to 74 years old","Percentage of individuals","39",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Males, 16 to 24 years old","Percentage of individuals","48",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Females, 16 to 24 years old","Percentage of individuals","47",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Males 25 to 54 years old","Percentage of individuals","49",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Females 25 to 54 years old","Percentage of individuals","46",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Males 55 to 74 years old","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Lithuania","Females 55 to 74 years old","Percentage of individuals","41",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","All Individuals","Percentage of individuals","20",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Individuals, 16 to 24 years old","Percentage of individuals","24",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Individuals, 25 to 54 years old","Percentage of individuals","15",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Individuals, 55 to 74 years old","Percentage of individuals","28",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Males, 16 to 24 years old","Percentage of individuals","23",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Females, 16 to 24 years old","Percentage of individuals","26",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Males 25 to 54 years old","Percentage of individuals","15",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Females 25 to 54 years old","Percentage of individuals","16",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Males 55 to 74 years old","Percentage of individuals","18",""
"2016","Last online purchase: more than a year ago or never","Luxembourg","Females 55 to 74 years old","Percentage of individuals","38",""
"2016","Last online purchase: more than a year ago or never","Hungary","All Individuals","Percentage of individuals","42",""
"2016","Last online purchase: more than a year ago or never","Hungary","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Hungary","Individuals, 16 to 24 years old","Percentage of individuals","44",""
"2016","Last online purchase: more than a year ago or never","Hungary","Individuals, 25 to 54 years old","Percentage of individuals","44",""
"2016","Last online purchase: more than a year ago or never","Hungary","Individuals, 55 to 74 years old","Percentage of individuals","40",""
"2016","Last online purchase: more than a year ago or never","Hungary","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Hungary","Males, 16 to 24 years old","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Hungary","Females, 16 to 24 years old","Percentage of individuals","52",""
"2016","Last online purchase: more than a year ago or never","Hungary","Males 25 to 54 years old","Percentage of individuals","42",""
"2016","Last online purchase: more than a year ago or never","Hungary","Females 25 to 54 years old","Percentage of individuals","45",""
"2016","Last online purchase: more than a year ago or never","Hungary","Males 55 to 74 years old","Percentage of individuals","38",""
"2016","Last online purchase: more than a year ago or never","Hungary","Females 55 to 74 years old","Percentage of individuals","41",""
"2016","Last online purchase: more than a year ago or never","Malta","All Individuals","Percentage of individuals","30",""
"2016","Last online purchase: more than a year ago or never","Malta","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Malta","Individuals, 16 to 24 years old","Percentage of individuals","20",""
"2016","Last online purchase: more than a year ago or never","Malta","Individuals, 25 to 54 years old","Percentage of individuals","31",""
"2016","Last online purchase: more than a year ago or never","Malta","Individuals, 55 to 74 years old","Percentage of individuals","33",""
"2016","Last online purchase: more than a year ago or never","Malta","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Malta","Males, 16 to 24 years old","Percentage of individuals","20",""
"2016","Last online purchase: more than a year ago or never","Malta","Females, 16 to 24 years old","Percentage of individuals","21",""
"2016","Last online purchase: more than a year ago or never","Malta","Males 25 to 54 years old","Percentage of individuals","29",""
"2016","Last online purchase: more than a year ago or never","Malta","Females 25 to 54 years old","Percentage of individuals","33",""
"2016","Last online purchase: more than a year ago or never","Malta","Males 55 to 74 years old","Percentage of individuals","30",""
"2016","Last online purchase: more than a year ago or never","Malta","Females 55 to 74 years old","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Netherlands","All Individuals","Percentage of individuals","17",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Individuals, 16 to 24 years old","Percentage of individuals","15",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Individuals, 25 to 54 years old","Percentage of individuals","12",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Individuals, 55 to 74 years old","Percentage of individuals","26",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Males, 16 to 24 years old","Percentage of individuals","16",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Females, 16 to 24 years old","Percentage of individuals","13",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Males 25 to 54 years old","Percentage of individuals","13",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Females 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Males 55 to 74 years old","Percentage of individuals","23",""
"2016","Last online purchase: more than a year ago or never","Netherlands","Females 55 to 74 years old","Percentage of individuals","30",""
"2016","Last online purchase: more than a year ago or never","Austria","All Individuals","Percentage of individuals","29",""
"2016","Last online purchase: more than a year ago or never","Austria","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Austria","Individuals, 16 to 24 years old","Percentage of individuals","18",""
"2016","Last online purchase: more than a year ago or never","Austria","Individuals, 25 to 54 years old","Percentage of individuals","27",""
"2016","Last online purchase: more than a year ago or never","Austria","Individuals, 55 to 74 years old","Percentage of individuals","39",""
"2016","Last online purchase: more than a year ago or never","Austria","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Austria","Males, 16 to 24 years old","Percentage of individuals","20",""
"2016","Last online purchase: more than a year ago or never","Austria","Females, 16 to 24 years old","Percentage of individuals","17",""
"2016","Last online purchase: more than a year ago or never","Austria","Males 25 to 54 years old","Percentage of individuals","25",""
"2016","Last online purchase: more than a year ago or never","Austria","Females 25 to 54 years old","Percentage of individuals","29",""
"2016","Last online purchase: more than a year ago or never","Austria","Males 55 to 74 years old","Percentage of individuals","39",""
"2016","Last online purchase: more than a year ago or never","Austria","Females 55 to 74 years old","Percentage of individuals","39",""
"2016","Last online purchase: more than a year ago or never","Poland","All Individuals","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Poland","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Poland","Individuals, 16 to 24 years old","Percentage of individuals","43",""
"2016","Last online purchase: more than a year ago or never","Poland","Individuals, 25 to 54 years old","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Poland","Individuals, 55 to 74 years old","Percentage of individuals","33",""
"2016","Last online purchase: more than a year ago or never","Poland","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Poland","Males, 16 to 24 years old","Percentage of individuals","41",""
"2016","Last online purchase: more than a year ago or never","Poland","Females, 16 to 24 years old","Percentage of individuals","44",""
"2016","Last online purchase: more than a year ago or never","Poland","Males 25 to 54 years old","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Poland","Females 25 to 54 years old","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Poland","Males 55 to 74 years old","Percentage of individuals","32",""
"2016","Last online purchase: more than a year ago or never","Poland","Females 55 to 74 years old","Percentage of individuals","33",""
"2016","Last online purchase: more than a year ago or never","Portugal","All Individuals","Percentage of individuals","43",""
"2016","Last online purchase: more than a year ago or never","Portugal","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Portugal","Individuals, 16 to 24 years old","Percentage of individuals","46",""
"2016","Last online purchase: more than a year ago or never","Portugal","Individuals, 25 to 54 years old","Percentage of individuals","47",""
"2016","Last online purchase: more than a year ago or never","Portugal","Individuals, 55 to 74 years old","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Portugal","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Portugal","Males, 16 to 24 years old","Percentage of individuals","45",""
"2016","Last online purchase: more than a year ago or never","Portugal","Females, 16 to 24 years old","Percentage of individuals","46",""
"2016","Last online purchase: more than a year ago or never","Portugal","Males 25 to 54 years old","Percentage of individuals","45",""
"2016","Last online purchase: more than a year ago or never","Portugal","Females 25 to 54 years old","Percentage of individuals","49",""
"2016","Last online purchase: more than a year ago or never","Portugal","Males 55 to 74 years old","Percentage of individuals","37",""
"2016","Last online purchase: more than a year ago or never","Portugal","Females 55 to 74 years old","Percentage of individuals","35",""
"2016","Last online purchase: more than a year ago or never","Romania","All Individuals","Percentage of individuals","58",""
"2016","Last online purchase: more than a year ago or never","Romania","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Romania","Individuals, 16 to 24 years old","Percentage of individuals","73",""
"2016","Last online purchase: more than a year ago or never","Romania","Individuals, 25 to 54 years old","Percentage of individuals","66",""
"2016","Last online purchase: more than a year ago or never","Romania","Individuals, 55 to 74 years old","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Romania","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Romania","Males, 16 to 24 years old","Percentage of individuals","74",""
"2016","Last online purchase: more than a year ago or never","Romania","Females, 16 to 24 years old","Percentage of individuals","72",""
"2016","Last online purchase: more than a year ago or never","Romania","Males 25 to 54 years old","Percentage of individuals","65",""
"2016","Last online purchase: more than a year ago or never","Romania","Females 25 to 54 years old","Percentage of individuals","66",""
"2016","Last online purchase: more than a year ago or never","Romania","Males 55 to 74 years old","Percentage of individuals","39",""
"2016","Last online purchase: more than a year ago or never","Romania","Females 55 to 74 years old","Percentage of individuals","33",""
"2016","Last online purchase: more than a year ago or never","Slovenia","All Individuals","Percentage of individuals","38",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Individuals, 16 to 24 years old","Percentage of individuals","34",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Individuals, 25 to 54 years old","Percentage of individuals","39",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Individuals, 55 to 74 years old","Percentage of individuals","36",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Males, 16 to 24 years old","Percentage of individuals","35",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Females, 16 to 24 years old","Percentage of individuals","34",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Males 25 to 54 years old","Percentage of individuals","38",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Females 25 to 54 years old","Percentage of individuals","41",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Males 55 to 74 years old","Percentage of individuals","34",""
"2016","Last online purchase: more than a year ago or never","Slovenia","Females 55 to 74 years old","Percentage of individuals","39",""
"2016","Last online purchase: more than a year ago or never","Slovakia","All Individuals","Percentage of individuals","29",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Individuals, 15 years old or less","Percentage of individuals","66",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Individuals, 16 to 24 years old","Percentage of individuals","20",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Individuals, 25 to 54 years old","Percentage of individuals","26",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Individuals, 55 to 74 years old","Percentage of individuals","37",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Individuals, 75 years old or more","Percentage of individuals","10",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Males, 16 to 24 years old","Percentage of individuals","24",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Females, 16 to 24 years old","Percentage of individuals","17",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Males 25 to 54 years old","Percentage of individuals","26",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Females 25 to 54 years old","Percentage of individuals","27",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Males 55 to 74 years old","Percentage of individuals","38",""
"2016","Last online purchase: more than a year ago or never","Slovakia","Females 55 to 74 years old","Percentage of individuals","37",""
"2016","Last online purchase: more than a year ago or never","Finland","All Individuals","Percentage of individuals","28",""
"2016","Last online purchase: more than a year ago or never","Finland","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Finland","Individuals, 16 to 24 years old","Percentage of individuals","20",""
"2016","Last online purchase: more than a year ago or never","Finland","Individuals, 25 to 54 years old","Percentage of individuals","15",""
"2016","Last online purchase: more than a year ago or never","Finland","Individuals, 55 to 74 years old","Percentage of individuals","51",""
"2016","Last online purchase: more than a year ago or never","Finland","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Finland","Males, 16 to 24 years old","Percentage of individuals","22",""
"2016","Last online purchase: more than a year ago or never","Finland","Females, 16 to 24 years old","Percentage of individuals","19",""
"2016","Last online purchase: more than a year ago or never","Finland","Males 25 to 54 years old","Percentage of individuals","15",""
"2016","Last online purchase: more than a year ago or never","Finland","Females 25 to 54 years old","Percentage of individuals","16",""
"2016","Last online purchase: more than a year ago or never","Finland","Males 55 to 74 years old","Percentage of individuals","52",""
"2016","Last online purchase: more than a year ago or never","Finland","Females 55 to 74 years old","Percentage of individuals","49",""
"2016","Last online purchase: more than a year ago or never","Sweden","All Individuals","Percentage of individuals","21","b"
"2016","Last online purchase: more than a year ago or never","Sweden","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Sweden","Individuals, 16 to 24 years old","Percentage of individuals","23","b"
"2016","Last online purchase: more than a year ago or never","Sweden","Individuals, 25 to 54 years old","Percentage of individuals","15","b"
"2016","Last online purchase: more than a year ago or never","Sweden","Individuals, 55 to 74 years old","Percentage of individuals","30","b"
"2016","Last online purchase: more than a year ago or never","Sweden","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: more than a year ago or never","Sweden","Males, 16 to 24 years old","Percentage of individuals","18","b"
"2016","Last online purchase: more than a year ago or never","Sweden","Females, 16 to 24 years old","Percentage of individuals","27","b"
"2016","Last online purchase: more than a year ago or never","Sweden","Males 25 to 54 years old","Percentage of individuals","17","b"
"2016","Last online purchase: more than a year ago or never","Sweden","Females 25 to 54 years old","Percentage of individuals","12","b"
"2016","Last online purchase: more than a year ago or never","Sweden","Males 55 to 74 years old","Percentage of individuals","29","b"
"2016","Last online purchase: more than a year ago or never","Sweden","Females 55 to 74 years old","Percentage of individuals","31","b"
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","All Individuals","Percentage of individuals","48",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Individuals, 15 years old or less","Percentage of individuals",":",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Individuals, 16 to 24 years old","Percentage of individuals","57",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Individuals, 25 to 54 years old","Percentage of individuals","56",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Individuals, 55 to 74 years old","Percentage of individuals","29",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Individuals, 75 years old or more","Percentage of individuals",":",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Males, 16 to 24 years old","Percentage of individuals","59",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Females, 16 to 24 years old","Percentage of individuals","56",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Males 25 to 54 years old","Percentage of individuals","56",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Females 25 to 54 years old","Percentage of individuals","56",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Males 55 to 74 years old","Percentage of individuals","33",""
"2017","Last online purchase: in the last 3 months","European Union - 28 countries (2013-2020)","Females 55 to 74 years old","Percentage of individuals","25",""
"2017","Last online purchase: in the last 3 months","Belgium","All Individuals","Percentage of individuals","49",""
"2017","Last online purchase: in the last 3 months","Belgium","Individuals, 15 years old or less","Percentage of individuals",":",""
"2017","Last online purchase: in the last 3 months","Belgium","Individuals, 16 to 24 years old","Percentage of individuals","54",""
"2017","Last online purchase: in the last 3 months","Belgium","Individuals, 25 to 54 years old","Percentage of individuals","58",""
"2017","Last online purchase: in the last 3 months","Belgium","Individuals, 55 to 74 years old","Percentage of individuals","29",""
"2017","Last online purchase: in the last 3 months","Belgium","Individuals, 75 years old or more","Percentage of individuals",":",""
"2017","Last online purchase: in the last 3 months","Belgium","Males, 16 to 24 years old","Percentage of individuals","50",""
"2017","Last online purchase: in the last 3 months","Belgium","Females, 16 to 24 years old","Percentage of individuals","58",""
"2017","Last online purchase: in the last 3 months","Belgium","Males 25 to 54 years old","Percentage of individuals","59",""
"2017","Last online purchase: in the last 3 months","Belgium","Females 25 to 54 years old","Percentage of individuals","58",""
"2017","Last online purchase: in the last 3 months","Belgium","Males 55 to 74 years old","Percentage of individuals","33",""
"2017","Last online purchase: in the last 3 months","Belgium","Females 55 to 74 years old","Percentage of individuals","25",""
"2017","Last online purchase: in the last 3 months","Bulgaria","All Individuals","Percentage of individuals","11",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Individuals, 15 years old or less","Percentage of individuals",":",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Individuals, 16 to 24 years old","Percentage of individuals","22",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Individuals, 25 to 54 years old","Percentage of individuals","15",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Individuals, 55 to 74 years old","Percentage of individuals","2",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Individuals, 75 years old or more","Percentage of individuals",":",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Males, 16 to 24 years old","Percentage of individuals","20",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Females, 16 to 24 years old","Percentage of individuals","25",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Males 25 to 54 years old","Percentage of individuals","13",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Females 25 to 54 years old","Percentage of individuals","16",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Males 55 to 74 years old","Percentage of individuals","2",""
"2017","Last online purchase: in the last 3 months","Bulgaria","Females 55 to 74 years old","Percentage of individuals","2",""
"2017","Last online purchase: in the last 3 months","Czechia","All Individuals","Percentage of individuals","34",""
"2017","Last online purchase: in the last 3 months","Czechia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2017","Last online purchase: in the last 3 months","Czechia","Individuals, 16 to 24 years old","Percentage of individuals","42",""
"2017","Last online purchase: in the last 3 months","Czechia","Individuals, 25 to 54 years old","Percentage of individuals","43",""
"2017","Last online purchase: in the last 3 months","Czechia","Individuals, 55 to 74 years old","Percentage of individuals","15",""
"2017","Last online purchase: in the last 3 months","Czechia","Individuals, 75 years old or more","Percentage of individuals",":","u"
"2017","Last online purchase: in the last 3 months","Czechia","Males, 16 to 24 years old","Percentage of individuals","37",""
"2017","Last online purchase: in the last 3 months","Czechia","Females, 16 to 24 years old","Percentage of individuals","49",""
"2017","Last online purchase: in the last 3 months","Czechia","Males 25 to 54 years old","Percentage of individuals","41",""
"2017","Last online purchase: in the last 3 months","Czechia","Females 25 to 54 years old","Percentage of individuals","46",""
"2017","Last online purchase: in the last 3 months","Czechia","Males 55 to 74 years old","Percentage of individuals","17",""
"2017","Last online purchase: in the last 3 months","Czechia","Females 55 to 74 years old","Percentage of individuals","13",""
"2017","Last online purchase: in the last 3 months","Denmark","All Individuals","Percentage of individuals","69",""
"2017","Last online purchase: in the last 3 months","Denmark","Individuals, 15 years old or less","Percentage of individuals",":",""
"2017","Last online purchase: in the last 3 months","Denmark","Individuals, 16 to 24 years old","Percentage of individuals","70",""
"2017","Last online purchase: in the last 3 months","Denmark","Individuals, 25 to 54 years old","Percentage of individuals","77",""
"2017","Last online purchase: in the last 3 months","Denmark","Individuals, 55 to 74 years old","Percentage of individuals","55",""
"2017","Last online purchase: in the last 3 months","Denmark","Individuals, 75 years old or more","Percentage of individuals",":",""
"2017","Last online purchase: in the last 3 months","Denmark","Males, 16 to 24 years old","Percentage of individuals","69",""
"2017","Last online purchase: in the last 3 months","Denmark","Females, 16 to 24 years old","Percentage of individuals","71",""
"2017","Last online purchase: in the last 3 months","Denmark","Males 25 to 54 years old","Percentage of individuals","75",""
"2017","Last online purchase: in the last 3 months","Denmark","Females 25 to 54 years old","Percentage of individuals","79",""
"2017","Last online purchase: in the last 3 months","Denmark","Males 55 to 74 years old","Percentage of individuals","57",""
"2017","Last online purchase: in the last 3 months","Denmark","Females 55 to 74 years old","Percentage of individuals","53",""
"2017","Last online purchase: in the last 3 months","Germany (until 1990 former territory of the FRG)","All Individuals","Percentage of individuals","66",""
